commodityName,stat_year,market_month,volume,value,unit value,Textbox12,Textbox16
"Oranges, import value and volume history by market year (Fresh)",2003,Nov,206,"42,362",0.21,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Dec,"1,460","413,079",0.28,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Jan,"2,034","491,415",0.24,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Feb,"2,269","533,818",0.24,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Mar,"6,003","1,294,212",0.22,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Apr,"7,612","1,139,080",0.15,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,May,"4,569","599,860",0.13,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Jun,"6,142","2,586,656",0.42,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Jul,"33,081","15,838,118",0.48,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Aug,"38,290","17,556,293",0.46,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Sep,"16,650","7,367,446",0.44,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2003,Oct,"21,744","9,902,630",0.46,"140,061","57,764,969"
"Oranges, import value and volume history by market year (Fresh)",2002,Nov,"1,059","380,716",0.36,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Dec,"1,508","322,424",0.21,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Jan,"3,763","634,209",0.17,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Feb,"3,744","684,809",0.18,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Mar,"4,758","639,756",0.13,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Apr,"4,205","582,905",0.14,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,May,"5,216","379,224",0.07,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Jun,"3,620","1,910,258",0.53,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Jul,"35,095","18,406,806",0.52,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Aug,"32,187","14,650,686",0.46,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Sep,"16,012","7,516,880",0.47,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2002,Oct,"9,643","4,015,386",0.42,"120,811","50,124,059"
"Oranges, import value and volume history by market year (Fresh)",2001,Nov,522,"135,704",0.26,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Dec,"4,480","509,665",0.11,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Jan,"7,415","880,838",0.12,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Feb,"7,196","1,690,763",0.23,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Mar,"10,165","1,977,100",0.19,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Apr,"13,264","1,518,473",0.11,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,May,"5,897","1,000,738",0.17,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Jun,"3,955","1,549,763",0.39,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Jul,"22,853","10,551,705",0.46,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Aug,"24,978","11,765,925",0.47,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Sep,"19,768","9,584,577",0.48,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2001,Oct,"11,386","5,151,187",0.45,"131,880","46,316,438"
"Oranges, import value and volume history by market year (Fresh)",2000,Nov,209,"58,275",0.28,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Dec,"2,127","304,293",0.14,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Jan,"3,704","540,456",0.15,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Feb,"3,582","627,017",0.18,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Mar,"10,544","1,453,276",0.14,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Apr,"11,029","1,606,029",0.15,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,May,"11,875","1,165,096",0.1,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Jun,"3,598","1,081,855",0.3,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Jul,"30,188","14,416,764",0.48,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Aug,"30,844","13,379,672",0.43,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Sep,"7,577","3,346,092",0.44,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Fresh)",2000,Oct,"4,705","1,453,237",0.31,"119,983","39,432,062"
"Oranges, import value and volume history by market year (Juice)",2024,Oct,"34,408","105,857,595",3.08,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Nov,"41,226","123,701,353",3,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Dec,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Jan,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Feb,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Mar,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Apr,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,May,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Jun,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Jul,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Aug,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2024,Sep,NA,NA,NA,"75,634","229,558,948"
"Oranges, import value and volume history by market year (Juice)",2023,Oct,"33,088","72,677,239",2.2,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Nov,"44,550","110,783,730",2.49,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Dec,"41,380","95,667,034",2.31,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Jan,"69,435","153,190,896",2.21,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Feb,"73,195","195,140,852",2.67,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Mar,"50,368","165,119,835",3.28,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Apr,"75,004","207,126,170",2.76,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,May,"33,773","99,492,213",2.95,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Jun,"28,122","64,964,844",2.31,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Jul,"36,128","88,327,006",2.44,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Aug,"28,681","79,448,681",2.77,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2023,Sep,"38,290","109,444,232",2.86,"552,014","1,441,382,732"
"Oranges, import value and volume history by market year (Juice)",2022,Oct,"51,468","83,928,363",1.63,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Nov,"27,027","50,125,651",1.85,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Dec,"66,498","104,477,910",1.57,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Jan,"45,843","94,403,433",2.06,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Feb,"68,102","132,263,241",1.94,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Mar,"85,668","179,252,170",2.09,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Apr,"45,455","98,541,900",2.17,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,May,"40,772","84,007,961",2.06,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Jun,"38,376","63,806,946",1.66,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Jul,"27,226","50,954,193",1.87,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Aug,"33,347","60,729,554",1.82,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2022,Sep,"35,962","65,175,295",1.81,"565,744","1,067,666,617"
"Oranges, import value and volume history by market year (Juice)",2021,Oct,"23,114","36,375,706",1.57,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Nov,"17,379","28,663,347",1.65,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Dec,"42,550","62,966,190",1.48,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Jan,"32,893","58,595,313",1.78,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Feb,"53,139","90,736,385",1.71,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Mar,"56,081","102,431,798",1.83,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Apr,"62,177","112,302,330",1.81,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,May,"41,586","74,534,231",1.79,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Jun,"38,538","65,651,433",1.7,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Jul,"8,544","19,720,853",2.31,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Aug,"39,262","68,311,353",1.74,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2021,Sep,"21,567","34,725,983",1.61,"436,829","755,014,922"
"Oranges, import value and volume history by market year (Juice)",2020,Oct,"24,960","30,582,393",1.23,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Nov,"18,441","28,971,141",1.57,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Dec,"42,875","56,018,443",1.31,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Jan,"35,191","53,924,267",1.53,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Feb,"56,922","83,492,784",1.47,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Mar,"56,415","89,842,397",1.59,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Apr,"38,207","65,223,178",1.71,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,May,"22,454","34,248,425",1.53,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Jun,"32,687","45,479,151",1.39,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Jul,"32,861","39,360,665",1.2,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Aug,"15,114","23,974,909",1.59,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2020,Sep,"28,197","37,991,465",1.35,"404,324","589,109,218"
"Oranges, import value and volume history by market year (Juice)",2019,Oct,"21,615","33,420,048",1.55,"292,172","444,063,371"
"Oranges, import value and volume history by market year (Juice)",2019,Nov,"26,898","33,826,906",1.26,"292,172","444,063,371"
"Oranges, import value and volume history by market year (Juice)",2019,Dec,"28,591","43,286,065",1.51,"292,172","444,063,371"
"Oranges, import value and volume history by market year (Juice)",2019,Jan,"28,364","42,152,289",1.49,"292,172","444,063,371"
